asin,name,rating,date,verified,title,body,helpfulVotes
B07SXJCVZ,Edward,4.0,"November 27, 2019",true,Great!,"Its a pokemon game so its good! altho i honestly was expecting more of a challenge ? i one shooted every gym bag except one , i went out to farm in the wild came back and i was overleveled by 20 level without realising and yeah it was simply easy , i don't know if they dumbed down the difficulty since the last pokemon i played wich was Alpha Sapphire and omega ruby and the content post game is kinda lacking to be honest.. but overall story is actualy good , its a good pokemon game to start the serie if you havent played one since it like i said really easy not that much of a challenge , i really only used one pokemon during the whole game and i beat everything with it , anyway , still a good game i'd recommend it",0
B07M9VX6W,Amazon Customer,4.8,"August 30, 2019",true,the link does not work,I am still waiting for a reply about this.  as I've mentioned twice before...when I click on the link to download windows 10...nothing happens....so I cannot give good feedback until this is fixed.,11
B07M9VX6W,Mary Drienovsky,5.0,"September 14, 2019",true,Très déçu,J`avais  2 plateformes d`utilisation sur mon ordi. Win 7 sur la partition C et XP pro sur la partition F.,7
B07M9VX6W,Mary Drienovsky,1.0,"September 14, 2019",true,Definitely a Windows 10 Professional product code.,"Après l`installation de win 10 sur la partition C de win7,  j`ai complètement perdu le boot partition pour acceder à win XP Maintenant j`ai une erreur <windows root>\system32\hal.dll  J`ai consulté 2 techniciens en informatique et ils ne peuvent rien faire et j`ai du payer cher leur service. Je regrette sincèrement d`avoir acheter ce produit.",7
B07M9VX6W,Jean-Robert Germain,1.0,"September 1, 2019",true,"Pretty good deal, but....","This IS actually a Windows 10 pro product code. The email with the code arrived quickly. I had previously downloaded the .iso file for Windows 10 home edition, but using this code seamlessly upgraded to pro. Everything works great. Very happy with the purchase. In fact, I will be purchasing another code soon, as well as recommending to anyone who needs this service.",3
B07M9VX6W,Amazon Customer,1.0,"August 30, 2019",true,Im shocked: IT WORKS! Fast delivery!,Thank you!,5
B07M9VX6W,Amazon Customer,5.0,"November 6, 2019",true,I am vary happy but  how long will the license last for,"I had problems with the installation of the OS - windows updates wouldn't install, problems with drivers and installing some software. This is because the version of Windows 10 I got was an older build version. The solution is to upgrade to a new build using the Microsoft Media Creation Tool. This turned out to be very simple to do. You just have to wait while all the updates on the updates finish installing.  The result was an up to date, stable Win10 installation. The procedure is easily found throigh google search.",4
B07M9VX6W,WhiTEC Solutions,3.0,"August 28, 2019",true,it worked!,Key was delivered via email in less than 4 hours! AND IT WORKS! Very happy. The final test is to see if the key gets deactivated in a few months,3
B07M9VX6W,André Savard,5.0,"August 30, 2019",true,erreur dans le contenue,If you follow the instructions on the net with the  doc.received  all work in installing it on a new SSD drive like that there was not conflict..with any software that where on my existing hard drive that was a big problem. I suggest that a new installation work like a charme !  great even,8
B07M9VX6W,Amazon Customer,5.0,"August 23, 2019",true,WTF! This actually works,"i was skeptical the house. i didn't think it was possible. but here i am, with an activated copy of 64 bit windows 10 pro. great value, wonderfully presented, full of flavour 64 bit windows 10 pro. i wouldn't have even been mad if it were 64 bit windows 10 home like some of the reviews claim, since that's what i had installed on my new build anyway. but it is pro. it upgraded me to pro. 64 bit windows 10 pro. says right there. amazing.",0
B07M9VX6W,Gerray,5.0,"January 6, 2019",true,Worked like a charm - great value,c'étais le familliale non le  Professional,2
B07RK5NRR,Mirza,4.6,"July 9, 2019",true,Interesting Paper Product,Said they would send shipping info when they had it. So I cancelled it. Of course it wouldn't let me cancel it cause as soon as I submitted a cancellation it changed to shipped magically. So then it arrives. Open the first envelope inside is another envelope with what feels like nothing in it. Based on others feedback it may have a piece of paper. So sending it back. Also as you can see from the attachment the System Requirements is a CD-ROM.  I do believe this piece of paper I received would have a high probability of jamming the CD-ROM I have.  Not recommended.,10
B07RK5NRR,Iceage,4.0,"June 10, 2019",true,useless...,"It took me more than two hours on the chat and phone with Microsoft to download and install this software. At one point Microsoft advised me to return this to Amazon because they though that the key was not original ,Hopefully I will see my money back soon!",9
B07RK5NRR,Iceage,1.0,"June 10, 2019",true,Excellent value for money,"After reading the reviews, initially I was not confident about the purchase.  But the price is so low as compare to the market, I though I must try it, otherwise I will ask for the refund.",6
B07RK5NRR,Amazon Customer,1.0,"May 28, 2019",true,Amazing deal!,"Got the keycode in the mail. It did not work. Seller send me the 2nd keycode via email, it also did not work. The 2 key codes allowed me to download the software but did not allow me to activate it. Seller send me the 3rd Key, which finally worked. I am very happy with the purchase and customer service. Instructions were very easy. I downloaded the software through Microsoft website.",7
B07RK5NRR,Mirza,1.0,"July 9, 2019",true,Office 2016 Pro+,Hope it will keep working without any problem.,4
B07RK5NRR,403kraut,4.0,"June 20, 2019",true,Was time to upgrade...,Thanks to Amazon for making these types of great deals.,4
B07RK5NRR,Amazon Customer,5.0,"September 8, 2019",true,Got the key through the Mail,"Unbelievably surprised that I was able to get Office 2016 for this super low price. I almost bought Office 2019 from Microsoft for more than 7 times the price! Interestigly, I read that there is not much improvement from Office 2016 to Office 2019.",4
B07RK5NRR,Andrew Weiss,4.0,"August 4, 2019",true,Facile à installer en suivant instructions reçues.,"I got the license key [via email from seller] within 24 hours and, after following the download instructions, I had Office 2016 installed within 1 hour.",2
B07RK5NRR,Patricia Todd,5.0,"July 7, 2019",true,Excellent Purchase*****,"Everything working very well, including Outlook 2016, which is what I really needed.",2
B07RK5NRR,Charlie,4.0,"September 9, 2019",true,"Easy, Cheap and Working Well",Very happy customer! Thanks you.,0
B0144NYGJ,Likes to listen to radio,4.6,"December 15, 2016",true,WATCH OUT FOR SCAMMERS!!!!,"Here’s my crazy story that I know is hard to believe but it’s all true.  I purchased this product from Amazon and tried to install it on my computer.  It didn’t work so I called the customer service number on the back of the box.  They explained why it didn’t work, offered to get a refund from Amazon for us, and then sold us a downloadable version instead.  That’s when things went funny.  It started with them claiming they charged us $300 instead of $30.  So they said they’d refund us the money, but it wasn’t working on our credit card.  So let’s try our online banking instead.  We figured we were dealing with Norton so weren’t too concerned about giving them remote access to our banking info.  They said they’d try $100 first to make sure it worked.  That resulted in them “accidentally” depositing $10,000 in our bank account.  We saw the bank account increase by that amount, but now there’s no record of it anywhere.  And through a crazy sequence of events which would be too arduous to try to explain here, we are now missing $10,000 out of our bank account.  We have contacted the police and the anti-fraud hotline.  How this scam could have come from calling Norton, we simply can’t wrap our heads around, but BE CAREFUL!!!!  If things seem suspicious, stop what you’re doing.  We have no idea what further steps we can take with this, but if this warning helps anyone else I’ll be happy.",28
B0144NYGJ,mom24,5.0,"August 8, 2019",true,Great product but cancel the automated renewal as soon as you install,"I have been using Norton antivirus for a very long time and have never had a complaint except cost fore the automated renewal. As soon as you install this software on your first device, the clock starts ticking. You need to register and give them a credit card number if you don't have an account with them to do the install. Once you have registered with Norton, just access your account and cancel the automated renewal so that you won't get a surprise a year from when you first installed. In a year from now, just order Norton from Amazon (at about half the price of the renewal) and go through the procedure again. For me at least, it's worth it.",37
B0144NYGJ,mom24,1.0,"August 8, 2019",true,It works.. but unnecessarily complicated,My computer has not been infected with a virus while using Norton. That is about the only good thing I can say.. and to be fair - it is important.,4
B0144NYGJ,Likes to listen to radio,1.0,"December 15, 2016",true,Slippery marketing,"Unfortunately however, there are a few areas for improvement.",4
B0144NYGJ,Chris,5.0,"May 8, 2019",true,Perfect,1. The product (like a gift card) had to be delivered to my home address... it is software - just send me the download key electronically.,3
B0144NYGJ,Lance Secretan,3.0,"August 1, 2019",true,Peace of Mind Online,"2. The desktop installation process was overly complicated and cumbersome... download, install, uninstall old version of Norton, restart, install again... it took me well over an hour... it could and should be easier....",4
B0144NYGJ,Pat Wallace,2.0,"August 4, 2018",true,Protège bien contre les virus,3. Location matters.... you can install it on five devices but since I bought the product on amazon.ca then I have to be in Canada to do the installation due to IP location settings. I needed to install it on my tablet while I was in Europe recently and I was able to circumvent this by running a VPN during installation which was problematic and makes me wonder WHY Norton make it so difficult for their customers to use their products.,0
B0144NYGJ,Diana,5.0,"May 30, 2018",true,Thumbs down. Norton not customer-friendly.,4. Cost - buying Norton on Amazon was the most cost effective. Unfortunately- Norton penalizes their existing customers who sign up for auto renewal - I was paying more than double before I realized I could get the same product on Amazon for less than half what I was paying for Norton when it auto renewed... perhaps that is why the installation process is overly complicated...,9
B0144NYGJ,Dany Charette,5.0,"November 14, 2018",true,Easy peasy,Whilst the product works - no computer viruses yet - I am looking for other alternatives for next year when this subscription expires.,0
B0144NYGJ,Amazon Customer,4.0,"September 23, 2019",true,Norton Security Deluxe from Amazon.ca is a good buy and has excellent reviews.,"It's hard to support this product with great reviews.  The product itself is fine, but the marketing of the products and the marketing trickery is off-putting.  For example, if you download before the end of your subscription, you will lose the remaining days of your paid subscription.  Also, all the come-ons from Norton urging you to renew should be resisted. Steel up your nerves and watch Amazon for a deal on Norton, then download it, and do not activate until the very last moment, and don't buy directly from the Norton website as this will be the most expensive option.",0
